source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[diagnosis]	characteristics[sample type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[patient ID]	characteristics[biological replicate]	assay name	comment[technical replicate]	comment[fraction identiier]	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[data file]	comment[uri]	comment[database]	factor value[organism part]
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	normal	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	1	3	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	PBMC_F3.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/PBMC_F3.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	normal	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	1	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	PBMC_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/PBMC_F4.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	normal	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	1	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	PBMC_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/PBMC_F5.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	normal	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	1	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	PBMC_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/PBMC_F6.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	normal	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	1	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	PBMC_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/PBMC_F7.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	normal	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	1	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	PBMC_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/PBMC_F8.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	normal	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	1	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	PBMC_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/PBMC_F9.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	normal	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	1	10	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	PBMC_F10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/PBMC_F10.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	normal	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	1	11	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	PBMC_F11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/PBMC_F11.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	normal	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	1	12	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	PBMC_F12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/PBMC_F12.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	DDA library	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	2	1	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	PBMC_F1.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/PBMC/PBMC_F1.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	DDA library	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	2	2	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	PBMC_F2.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/PBMC/PBMC_F2.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	DDA library	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	2	3	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	PBMC_F3.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/PBMC/PBMC_F3.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	DDA library	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	2	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	PBMC_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/PBMC/PBMC_F4.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	DDA library	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	2	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	PBMC_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/PBMC/PBMC_F5.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	DDA library	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	2	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	PBMC_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/PBMC/PBMC_F6.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	DDA library	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	2	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	PBMC_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/PBMC/PBMC_F7.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	DDA library	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	2	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	PBMC_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/PBMC/PBMC_F8.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	DDA library	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	2	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	PBMC_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/PBMC/PBMC_F9.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	DDA library	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	2	10	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	PBMC_F10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/PBMC/PBMC_F10.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	DDA library	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	2	11	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	PBMC_F11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/PBMC/PBMC_F11.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-68	Homo sapiens	blood	Peripheral Blood Mononuclear Cell	Peripheral Blood Mononuclear Cell	normal	normal	DDA library	not available	not available	not available	adult	not available	68	Peripheral Blood Mononuclear Cell-DDAlibrary-68	2	12	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	PBMC_F12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/PBMC/PBMC_F12.raw	MASSIVE	Peripheral Blood Mononuclear Cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	normal	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	1	1	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Ramos_F1.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Ramos_F1.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	normal	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	1	2	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Ramos_F2.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Ramos_F2.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	normal	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	1	3	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Ramos_F3.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Ramos_F3.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	normal	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	1	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Ramos_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Ramos_F4.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	normal	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	1	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Ramos_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Ramos_F5.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	normal	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	1	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Ramos_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Ramos_F6.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	normal	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	1	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Ramos_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Ramos_F7.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	normal	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	1	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Ramos_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Ramos_F8.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	normal	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	1	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Ramos_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Ramos_F9.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	normal	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	1	10	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Ramos_F10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Ramos_F10.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	normal	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	1	11	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Ramos_F11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Ramos_F11.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	normal	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	1	12	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Ramos_F12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Ramos_F12.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	2	1	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Ramos_F1.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Ramos/Ramos_F1.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	2	2	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Ramos_F2.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Ramos/Ramos_F2.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	2	3	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Ramos_F3.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Ramos/Ramos_F3.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	2	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Ramos_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Ramos/Ramos_F4.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	2	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Ramos_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Ramos/Ramos_F5.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	2	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Ramos_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Ramos/Ramos_F6.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	2	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Ramos_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Ramos/Ramos_F7.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	2	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Ramos_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Ramos/Ramos_F8.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	2	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Ramos_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Ramos/Ramos_F9.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	2	10	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Ramos_F10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Ramos/Ramos_F10.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	2	11	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Ramos_F11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Ramos/Ramos_F11.raw	MASSIVE	Ramos B cell
PXD047742-Sample-69	Homo sapiens	blood	Ramos B cell	Ramos B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	69	Ramos B cell-DDAlibrary-69	2	12	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Ramos_F12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Ramos/Ramos_F12.raw	MASSIVE	Ramos B cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	1	1	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F1.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Stimulated_Jurkat_F1.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	1	2	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F2.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Stimulated_Jurkat_F2.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	1	3	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F3.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Stimulated_Jurkat_F3.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	1	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Stimulated_Jurkat_F4.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	1	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Stimulated_Jurkat_F5.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	1	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Stimulated_Jurkat_F6.raw	MASSIVE	Stimulated_Jurkat T cell
